week_start,partner_id,payment_method,processor,gateway_settled_volume,ledger_booked_volume,unmatched_batches,oldest_unmatched_hours,finance_confidence
2026-01-29,P003,card,processor_a,71351.52,72348.41,3,42.5,needs research
2026-01-29,P003,ach,processor_c,27097.58,26680.48,4,74.6,certified
2026-01-29,P003,card,processor_b,63101.7,63172.12,0,31.3,needs research
2026-01-29,P003,ach,processor_c,29532.49,30978.48,3,10.7,watch
2026-01-29,P003,card,processor_b,34826.12,34145.84,2,41.7,watch
2026-01-29,P003,ach,processor_a,18283.52,19058.75,3,21.8,certified
2026-01-29,P003,card,processor_c,7850.15,8072.75,3,13.0,watch
2026-01-29,P003,card,processor_c,19274.89,20081.3,2,4.6,watch
2026-01-29,P003,ach,processor_a,17064.26,16353.05,1,50.1,certified
2026-01-29,P004,card,processor_c,121315.04,114800.23,3,26.6,needs research
2026-01-29,P004,ach,processor_a,73135.05,74507.22,2,57.7,watch
2026-01-29,P004,card,processor_a,41091.17,38137.06,2,28.2,needs research
2026-01-29,P004,ach,processor_a,19539.93,19916.97,5,14.6,needs research
2026-01-29,P004,card,processor_d,47023.51,45721.84,2,14.9,watch
2026-01-29,P004,ach,processor_b,25699.15,25806.02,2,24.6,needs research
2026-01-29,P004,card,processor_a,20019.0,20434.06,2,24.7,certified
2026-01-29,P004,ach,processor_a,10914.57,11417.02,2,78.0,needs research
2026-01-29,P004,card,processor_b,5562.6,5464.63,0,9.6,certified
2026-01-29,P004,card,processor_c,13170.49,12734.36,3,23.0,watch
2026-01-29,P004,ach,processor_d,17685.43,18553.38,3,26.6,certified
2026-01-29,P005,card,processor_b,172079.64,177300.01,1,16.2,watch
2026-01-29,P005,ach,processor_a,120116.53,120439.29,3,39.4,certified
2026-01-29,P005,card,processor_a,66234.23,66704.98,3,23.5,needs research
2026-01-29,P005,ach,processor_b,32125.27,30643.92,0,5.6,watch
2026-01-29,P005,card,processor_a,71492.18,74302.36,3,9.6,certified
2026-01-29,P005,ach,processor_c,34969.0,34426.71,2,74.9,watch
2026-01-29,P005,card,processor_a,35983.97,35597.1,3,38.0,watch
2026-01-29,P005,ach,processor_a,15780.46,15064.76,1,60.4,needs research
2026-01-29,P005,card,processor_c,9508.28,10106.86,3,35.4,needs research
2026-01-29,P005,card,processor_d,20628.29,21664.06,1,36.6,certified
2026-01-29,P005,ach,processor_b,16749.29,16803.19,2,63.8,certified
2026-01-29,P006,card,processor_a,105740.91,106896.61,2,34.6,needs research
2026-01-29,P006,ach,processor_d,65148.81,67183.25,1,81.4,certified
2026-01-29,P006,card,processor_a,40949.07,40573.17,0,15.2,watch
2026-01-29,P006,ach,processor_d,23417.44,22345.5,3,45.2,watch
2026-01-29,P006,card,processor_c,50067.36,49998.9,3,4.2,watch
2026-01-29,P006,ach,processor_a,28818.51,28287.21,5,40.0,needs research
2026-01-29,P006,card,processor_b,19294.39,19468.87,1,17.0,watch
2026-01-29,P006,ach,processor_a,12466.3,11718.63,4,6.5,needs research
2026-01-29,P006,card,processor_a,6404.82,6667.02,2,27.8,watch
2026-01-29,P006,card,processor_a,11458.02,11584.95,2,42.1,certified
2026-01-29,P006,ach,processor_a,15241.45,16207.67,0,15.7,watch
2026-01-29,P007,card,processor_c,73641.2,73622.64,0,31.4,watch
2026-01-29,P007,ach,processor_c,45745.42,47179.38,5,36.2,certified
2026-01-29,P007,card,processor_c,32202.95,31099.25,2,25.5,watch
2026-01-29,P007,ach,processor_b,18915.84,20053.07,3,77.8,certified
2026-01-29,P007,card,processor_a,44089.59,46159.18,0,28.5,certified
2026-01-29,P007,ach,processor_c,19652.63,19485.83,4,80.8,needs research
2026-01-29,P007,card,processor_d,17907.82,18074.83,0,43.8,certified
2026-01-29,P007,ach,processor_a,11100.87,11405.31,0,33.2,watch
2026-01-29,P007,card,processor_a,4445.45,4355.71,0,13.0,certified
2026-01-29,P007,card,processor_a,10008.12,10094.62,2,40.2,certified
2026-01-29,P007,ach,processor_c,17915.42,17833.9,0,78.3,needs research
2026-01-29,P008,card,processor_c,124945.16,125022.64,0,39.6,certified
2026-01-29,P008,ach,processor_a,65094.62,68581.29,3,85.3,needs research
2026-01-29,P008,card,processor_c,37123.9,38330.26,0,30.0,needs research
2026-01-29,P008,ach,processor_a,25906.3,26623.59,3,48.2,needs research
2026-01-29,P008,card,processor_c,47818.66,46569.54,0,36.6,certified
2026-01-29,P008,ach,processor_c,26483.1,27009.45,0,32.0,needs research
2026-01-29,P008,card,processor_a,22545.53,21887.52,2,33.2,watch
2026-01-29,P008,ach,processor_b,13944.55,14125.07,2,73.7,certified
2026-01-29,P008,card,processor_b,6823.43,6995.63,0,33.5,watch
2026-01-29,P008,card,processor_b,12056.17,12540.79,2,28.7,needs research
2026-01-29,P008,ach,processor_a,17396.19,17366.96,3,11.9,certified
2026-02-05,P001,card,processor_a,132294.38,141480.85,0,4.9,needs research
2026-02-05,P001,ach,processor_a,91297.33,87764.55,5,47.6,certified
2026-02-05,P001,card,processor_d,56375.87,56152.53,3,28.4,certified
2026-02-05,P001,ach,processor_b,31565.71,31807.56,4,71.9,watch
2026-02-05,P001,card,processor_c,61644.44,62587.14,3,22.9,needs research
2026-02-05,P001,ach,processor_c,31391.8,30958.82,4,34.0,watch
2026-02-05,P001,card,processor_a,29657.47,29763.69,2,27.7,watch
2026-02-05,P001,ach,processor_a,12330.98,12598.67,1,41.6,certified
2026-02-05,P001,card,processor_c,8637.87,8706.77,1,26.6,needs research
2026-02-05,P001,card,processor_b,15563.78,16388.5,1,35.4,watch
2026-02-05,P001,ach,processor_c,17598.85,17076.01,5,33.8,certified
2026-02-05,P002,card,processor_c,133661.62,140405.43,2,6.8,watch
2026-02-05,P002,ach,processor_a,70056.87,73791.84,2,76.7,watch
2026-02-05,P002,card,processor_b,50507.97,47240.84,1,29.6,watch
2026-02-05,P002,ach,processor_a,30613.37,28768.29,2,55.2,needs research
2026-02-05,P002,card,processor_c,66973.67,64005.98,2,36.4,certified
2026-02-05,P002,ach,processor_d,27465.48,28223.62,0,53.9,certified
2026-02-05,P002,card,processor_a,25183.6,25026.94,2,41.5,watch
2026-02-05,P002,ach,processor_a,15338.28,15585.31,0,67.2,needs research
2026-02-05,P002,card,processor_c,7578.35,7582.12,3,43.3,certified
2026-02-05,P002,card,processor_c,19091.59,18172.29,0,39.0,certified
2026-02-05,P002,ach,processor_a,18412.49,19027.94,1,88.3,needs research
2026-02-05,P003,card,processor_a,151265.68,156398.41,2,43.3,needs research
2026-02-05,P003,ach,processor_c,92481.53,94737.75,3,75.0,certified
2026-02-05,P003,card,processor_b,64858.5,61886.4,3,33.7,watch
2026-02-05,P003,ach,processor_c,36333.83,36044.76,4,90.7,needs research
2026-02-05,P003,card,processor_c,69751.04,65785.78,2,10.7,needs research
2026-02-05,P003,ach,processor_d,29730.84,29591.99,3,45.1,watch
2026-02-05,P003,card,processor_c,30968.39,30973.97,0,35.9,watch
2026-02-05,P003,ach,processor_d,16822.23,17647.65,0,33.4,certified
2026-02-05,P003,card,processor_c,9626.49,9944.78,3,4.8,certified
2026-02-05,P003,card,processor_a,22480.44,22268.29,0,27.1,needs research
2026-02-05,P003,ach,processor_b,18912.31,18642.23,0,16.6,needs research
2026-02-05,P004,card,processor_c,139101.19,138625.23,3,22.8,needs research
2026-02-05,P004,ach,processor_d,55644.92,56133.76,5,11.4,needs research
2026-02-05,P004,card,processor_c,45282.79,44859.47,1,33.9,certified
2026-02-05,P004,ach,processor_d,20744.57,21136.23,0,16.2,needs research
2026-02-05,P004,card,processor_d,48349.66,47318.71,2,18.0,watch
2026-02-05,P004,ach,processor_a,26883.91,27050.2,1,71.7,watch
2026-02-05,P004,card,processor_c,22237.18,21323.21,1,32.5,needs research
2026-02-05,P004,ach,processor_c,12848.67,12283.21,5,78.7,certified
2026-02-05,P004,card,processor_b,5191.64,5243.0,2,30.3,watch
2026-02-05,P004,card,processor_c,18469.5,17755.5,2,28.1,certified
2026-02-05,P004,ach,processor_b,16676.42,16510.13,3,81.9,certified
2026-02-05,P005,card,processor_b,186379.28,196692.35,2,36.4,watch
2026-02-05,P005,ach,processor_c,89216.41,88134.24,0,26.7,watch
2026-02-05,P005,card,processor_b,81680.03,81964.18,1,4.6,certified
2026-02-05,P005,ach,processor_c,41852.56,39878.35,5,37.4,needs research
2026-02-05,P005,card,processor_c,79531.09,76998.08,3,17.3,needs research
2026-02-05,P005,ach,processor_a,32224.8,33490.56,1,43.8,watch
2026-02-05,P005,card,processor_b,34113.06,32906.0,3,40.6,needs research
2026-02-05,P005,ach,processor_a,18924.7,19311.15,3,77.3,needs research
2026-02-05,P005,card,processor_a,8921.83,8659.93,0,29.6,needs research
2026-02-05,P005,card,processor_a,25231.48,25478.51,2,41.3,watch
2026-02-05,P005,ach,processor_b,15836.98,15940.88,3,83.6,watch
2026-02-05,P006,card,processor_d,103116.79,105903.62,1,27.2,certified
2026-02-05,P006,ach,processor_b,66929.0,65851.28,4,30.8,needs research
2026-02-05,P006,card,processor_b,44372.87,44099.3,0,27.2,needs research
2026-02-05,P006,ach,processor_c,25328.02,24392.64,1,26.6,watch
2026-02-05,P006,card,processor_c,53677.34,52447.22,0,5.8,watch
2026-02-05,P006,ach,processor_a,27790.6,27648.76,3,51.2,watch
2026-02-05,P006,card,processor_c,20854.65,20740.59,0,23.2,watch
2026-02-05,P006,ach,processor_b,11665.32,11429.36,4,17.8,watch
2026-02-05,P006,card,processor_b,4462.25,4333.87,1,25.4,watch
2026-02-05,P006,card,processor_d,11603.82,12238.42,0,42.7,certified
2026-02-05,P006,ach,processor_c,15543.45,14718.66,5,17.9,needs research
2026-02-05,P007,card,processor_b,89551.82,88896.87,3,13.3,certified
2026-02-05,P007,ach,processor_c,50778.33,50343.61,4,65.6,needs research
2026-02-05,P007,card,processor_c,37365.29,35194.34,2,30.6,needs research
2026-02-05,P007,ach,processor_c,18536.41,18846.64,0,17.9,certified
2026-02-05,P007,card,processor_b,29332.19,29625.12,3,17.1,watch
2026-02-05,P007,ach,processor_c,21013.87,20557.63,3,83.7,watch
2026-02-05,P007,card,processor_d,19925.71,19890.34,0,36.9,certified
2026-02-05,P007,ach,processor_c,11563.82,11734.37,4,5.2,needs research
2026-02-05,P007,card,processor_b,4985.11,5141.63,0,32.0,watch
2026-02-05,P007,card,processor_c,12853.3,12593.6,2,16.6,certified
2026-02-05,P007,ach,processor_a,15880.78,16385.79,0,89.3,watch
2026-02-05,P008,card,processor_a,122885.33,119202.34,3,20.1,needs research
2026-02-05,P008,ach,processor_c,68415.28,66367.42,3,6.9,watch
2026-02-05,P008,card,processor_c,43013.85,43533.2,1,5.5,needs research
2026-02-05,P008,ach,processor_a,26496.98,25274.61,4,58.0,watch
2026-02-05,P008,card,processor_c,41796.05,39331.04,1,12.7,watch
2026-02-05,P008,ach,processor_b,26988.58,28279.29,1,50.1,certified
2026-02-05,P008,card,processor_a,18649.12,19758.89,3,27.7,watch
2026-02-05,P008,ach,processor_a,12010.66,12328.57,5,28.5,certified
2026-02-05,P008,card,processor_c,6156.16,6241.71,1,5.5,watch
2026-02-05,P008,card,processor_c,13386.91,13161.25,2,34.6,needs research
2026-02-05,P008,ach,processor_c,15247.09,15283.85,2,76.4,needs research
2026-02-12,P001,card,processor_a,172604.78,165647.58,2,32.3,watch
2026-02-12,P001,ach,processor_d,68000.84,66377.98,3,11.0,needs research
2026-02-12,P001,card,processor_c,62809.12,63808.68,1,29.5,watch
2026-02-12,P001,ach,processor_c,24969.96,25509.57,2,13.7,watch
2026-02-12,P001,card,processor_c,52789.62,51323.32,3,32.6,watch
2026-02-12,P001,ach,processor_b,29154.49,30124.47,1,49.5,certified
2026-02-12,P001,card,processor_a,24778.0,24918.24,0,34.0,watch
2026-02-12,P001,ach,processor_c,15986.05,16104.92,1,73.3,watch
2026-02-12,P001,card,processor_b,7362.6,7390.07,3,7.4,certified
2026-02-12,P001,card,processor_c,18605.8,17844.02,2,34.8,certified
2026-02-12,P001,ach,processor_b,15361.38,15277.62,3,21.3,certified
2026-02-12,P002,card,processor_b,145565.99,148383.01,0,32.2,certified
2026-02-12,P002,ach,processor_a,71690.43,74340.2,0,56.7,watch
2026-02-12,P002,card,processor_b,49547.26,53373.27,2,30.6,needs research
2026-02-12,P002,ach,processor_c,27093.42,26357.57,3,74.4,needs research
2026-02-12,P002,card,processor_b,50801.57,49953.77,3,11.9,needs research
2026-02-12,P002,ach,processor_b,30572.13,30486.04,1,76.5,watch
2026-02-12,P002,card,processor_d,25933.48,27279.51,0,22.3,certified
2026-02-12,P002,ach,processor_b,12693.3,12444.91,0,30.7,watch
2026-02-12,P002,card,processor_c,7924.49,7668.09,1,39.5,watch
2026-02-12,P002,card,processor_c,16467.4,16459.73,0,18.4,watch
2026-02-12,P002,ach,processor_d,17719.34,18302.22,3,60.8,certified
2026-02-12,P003,card,processor_a,138776.75,138054.79,3,8.0,watch
2026-02-12,P003,ach,processor_b,70942.38,68674.7,5,24.5,watch
2026-02-12,P003,card,processor_a,55788.35,55298.16,2,6.2,watch
2026-02-12,P003,ach,processor_a,25274.89,25021.84,2,65.8,needs research
2026-02-12,P003,card,processor_c,59516.02,58704.04,1,41.9,certified
2026-02-12,P003,ach,processor_a,33340.61,34657.15,3,82.3,needs research
2026-02-12,P003,card,processor_b,31994.57,32377.57,0,42.1,needs research
2026-02-12,P003,ach,processor_c,12626.79,13408.88,5,32.1,needs research
2026-02-12,P003,card,processor_a,8694.34,8962.23,0,4.4,certified
2026-02-12,P003,card,processor_a,21275.44,21753.03,0,27.3,certified
2026-02-12,P003,ach,processor_c,18610.13,18475.54,1,62.1,watch
2026-02-12,P004,card,processor_b,135902.86,128418.34,1,6.5,needs research
2026-02-12,P004,ach,processor_a,64608.94,63089.86,0,61.9,certified
2026-02-12,P004,card,processor_b,34430.09,33404.48,3,13.1,watch
2026-02-12,P004,ach,processor_c,23331.06,22848.24,2,18.3,watch
2026-02-12,P004,card,processor_a,55344.27,56208.55,1,38.0,watch
2026-02-12,P004,ach,processor_a,26379.36,28590.55,3,9.3,needs research
2026-02-12,P004,card,processor_d,21712.14,22137.23,0,24.2,certified
2026-02-12,P004,ach,processor_d,14051.2,13566.72,0,26.9,watch
2026-02-12,P004,card,processor_a,5439.28,5219.89,2,15.3,watch
2026-02-12,P004,card,processor_a,15221.42,15723.6,1,18.9,certified
2026-02-12,P004,ach,processor_c,18158.39,18915.95,2,33.6,certified
2026-02-12,P005,card,processor_b,144594.55,145306.98,2,40.1,watch
2026-02-12,P005,ach,processor_a,101297.62,102812.34,1,27.8,certified
2026-02-12,P005,card,processor_a,63739.02,68046.99,1,25.1,watch
2026-02-12,P005,ach,processor_a,28371.61,27251.06,4,20.1,needs research
2026-02-12,P005,card,processor_d,82122.02,79818.03,3,19.7,watch
2026-02-12,P005,ach,processor_b,45565.68,44179.24,0,31.0,needs research
2026-02-12,P005,card,processor_c,31264.44,30047.41,1,35.3,certified
2026-02-12,P005,ach,processor_d,15880.37,16865.22,2,73.9,needs research
2026-02-12,P005,card,processor_c,7830.95,8074.36,3,35.1,needs research
2026-02-12,P005,card,processor_c,20570.93,21509.16,0,9.3,certified
2026-02-12,P005,ach,processor_b,15073.83,15148.55,2,33.4,certified
2026-02-12,P006,card,processor_a,107763.23,111140.04,1,12.1,certified
2026-02-12,P006,ach,processor_d,49422.57,52174.67,4,55.6,needs research
2026-02-12,P006,card,processor_b,43753.7,43016.74,2,15.0,needs research
2026-02-12,P006,ach,processor_c,20473.29,20479.39,1,83.5,needs research
2026-02-12,P006,card,processor_a,39300.74,41089.88,3,6.1,needs research
2026-02-12,P006,ach,processor_b,24267.04,23050.39,4,39.1,certified
2026-02-12,P006,card,processor_b,22759.93,22858.26,3,19.7,needs research
2026-02-12,P006,ach,processor_a,11609.32,11413.39,2,46.6,watch
2026-02-12,P006,card,processor_a,6026.31,6328.29,3,25.5,certified
2026-02-12,P006,card,processor_d,14615.59,14461.8,3,22.1,watch
2026-02-12,P006,ach,processor_a,17246.93,17885.69,1,34.2,watch
2026-02-12,P007,card,processor_c,119310.5,115146.66,1,43.7,certified
2026-02-12,P007,ach,processor_c,47541.55,49040.03,1,89.8,watch
2026-02-12,P007,card,processor_c,35963.26,35682.94,3,27.9,watch
2026-02-12,P007,ach,processor_b,14688.14,14802.6,5,46.0,needs research
2026-02-12,P007,card,processor_a,30292.45,28885.71,2,20.9,watch
2026-02-12,P007,ach,processor_a,22517.43,21171.68,0,44.3,needs research
2026-02-12,P007,card,processor_a,16932.73,17440.41,0,10.8,needs research
2026-02-12,P007,ach,processor_c,11300.18,11391.12,2,59.7,needs research
2026-02-12,P007,card,processor_d,4817.94,5123.29,0,37.3,watch
2026-02-12,P007,card,processor_c,13971.46,14129.4,2,29.5,needs research
2026-02-12,P007,ach,processor_a,17394.82,16880.8,0,80.5,needs research
2026-02-12,P008,card,processor_c,110496.39,112109.32,3,31.1,needs research
2026-02-12,P008,ach,processor_a,59398.73,62797.92,0,26.9,needs research
2026-02-12,P008,card,processor_c,52818.24,53269.62,0,40.7,certified
2026-02-12,P008,ach,processor_a,25929.67,27375.38,0,15.1,needs research
2026-02-12,P008,card,processor_a,51277.21,50813.87,1,14.6,needs research
2026-02-12,P008,ach,processor_a,21575.59,21396.41,1,80.8,needs research
2026-02-12,P008,card,processor_c,22860.85,23416.03,3,21.7,watch
2026-02-12,P008,ach,processor_a,13888.32,14205.99,3,10.5,certified
2026-02-12,P008,card,processor_a,6369.18,6662.99,2,31.8,needs research
2026-02-12,P008,card,processor_b,16709.0,16816.12,0,14.1,watch
2026-02-12,P008,ach,processor_a,19106.57,18647.02,0,7.0,watch
2026-02-19,P001,card,processor_d,152792.88,162539.05,0,31.1,needs research
2026-02-19,P001,ach,processor_b,91354.98,88434.66,5,81.3,watch
2026-02-19,P001,card,processor_c,59863.01,59585.02,0,9.8,needs research
2026-02-19,P001,ach,processor_c,33662.92,32675.84,5,14.0,certified
2026-02-19,P001,card,processor_d,68106.44,66022.38,1,7.1,needs research
2026-02-19,P001,ach,processor_c,33029.89,33251.31,5,47.9,needs research
2026-02-19,P001,card,processor_c,32440.58,33884.94,0,16.2,watch
2026-02-19,P001,ach,processor_b,13588.77,14441.93,3,12.5,watch
2026-02-19,P001,card,processor_d,8115.17,7759.06,3,40.4,needs research
2026-02-19,P001,card,processor_c,22498.03,22093.19,2,37.3,needs research
2026-02-19,P001,ach,processor_a,16294.1,15991.13,5,56.2,certified
2026-02-19,P002,card,processor_c,110798.19,114974.99,1,6.3,needs research
2026-02-19,P002,ach,processor_a,59961.12,59196.26,4,46.2,needs research
2026-02-19,P002,card,processor_b,52263.72,49544.25,0,32.8,watch
2026-02-19,P002,ach,processor_b,24495.78,24032.31,0,37.4,watch
2026-02-19,P002,card,processor_a,64789.99,62194.09,0,27.0,watch
2026-02-19,P002,ach,processor_b,30057.44,29543.05,3,30.4,needs research
2026-02-19,P002,card,processor_c,24128.23,24001.61,2,25.2,certified
2026-02-19,P002,ach,processor_c,12761.55,13484.18,3,53.8,watch
2026-02-19,P002,card,processor_a,6526.17,6229.66,1,11.8,certified
2026-02-19,P002,card,processor_a,19076.97,18557.96,0,22.8,watch
2026-02-19,P002,ach,processor_b,17822.15,17412.82,0,82.3,needs research
2026-02-19,P003,card,processor_b,149766.39,156137.55,0,21.3,certified
2026-02-19,P003,ach,processor_b,74765.9,70259.43,1,26.0,watch
2026-02-19,P003,card,processor_a,47323.36,46681.22,1,18.2,watch
2026-02-19,P003,ach,processor_b,32839.93,31671.26,0,52.6,certified
2026-02-19,P003,card,processor_d,59864.15,62614.42,1,40.6,watch
2026-02-19,P003,ach,processor_d,30414.23,30154.76,0,5.6,certified
2026-02-19,P003,card,processor_c,35834.61,36298.96,1,6.9,certified
2026-02-19,P003,ach,processor_c,16848.71,16478.75,3,40.4,certified
2026-02-19,P003,card,processor_a,7320.91,7714.8,0,8.3,watch
2026-02-19,P003,card,processor_b,20512.7,19555.68,2,41.5,needs research
2026-02-19,P003,ach,processor_a,15124.35,15461.42,1,35.8,certified
2026-02-19,P004,card,processor_d,91219.44,93757.94,1,13.0,watch
2026-02-19,P004,ach,processor_c,61768.84,59238.58,2,58.2,needs research
2026-02-19,P004,card,processor_c,45034.67,43818.17,1,6.7,watch
2026-02-19,P004,ach,processor_d,25433.42,24420.3,1,24.0,needs research
2026-02-19,P004,card,processor_b,55867.89,53636.79,1,31.3,certified
2026-02-19,P004,ach,processor_c,22863.03,23597.14,5,81.7,certified
2026-02-19,P004,card,processor_a,19408.76,20302.78,1,23.1,needs research
2026-02-19,P004,ach,processor_a,10897.24,10900.02,1,8.2,certified
2026-02-19,P004,card,processor_a,6330.95,6270.8,2,9.3,watch
2026-02-19,P004,card,processor_b,13200.21,12895.57,3,8.4,certified
2026-02-19,P004,ach,processor_a,18888.36,18526.08,4,63.2,watch
2026-02-19,P005,card,processor_a,145557.57,145149.0,0,29.4,certified
2026-02-19,P005,ach,processor_b,77327.38,81193.03,0,82.4,certified
2026-02-19,P005,card,processor_a,83233.04,82755.71,2,32.3,needs research
2026-02-19,P005,ach,processor_a,35842.94,37753.38,2,43.4,needs research
2026-02-19,P005,card,processor_b,67643.88,68416.7,0,18.8,watch
2026-02-19,P005,ach,processor_b,33311.76,32621.6,2,46.8,watch
2026-02-19,P005,card,processor_a,34343.04,33550.38,1,14.0,certified
2026-02-19,P005,ach,processor_c,14288.8,14797.31,0,54.6,certified
2026-02-19,P005,card,processor_a,7014.39,7155.61,1,9.8,certified
2026-02-19,P005,card,processor_c,17586.57,17710.24,0,12.0,certified
2026-02-19,P005,ach,processor_b,17986.77,18296.19,1,90.2,certified
2026-02-19,P006,card,processor_a,111321.41,110545.99,1,13.1,certified
2026-02-19,P006,ach,processor_c,68995.55,71861.86,0,39.9,needs research
2026-02-19,P006,card,processor_b,34308.27,35110.05,3,26.4,certified
2026-02-19,P006,ach,processor_b,23154.33,21948.42,5,91.8,needs research
2026-02-19,P006,card,processor_b,49132.64,49730.96,3,18.3,certified
2026-02-19,P006,ach,processor_a,24529.75,24790.38,4,72.9,certified
2026-02-19,P006,card,processor_a,20905.59,20730.2,3,5.9,certified
2026-02-19,P006,ach,processor_b,10616.24,11192.62,2,31.9,needs research
2026-02-19,P006,card,processor_c,5951.95,5710.87,0,29.3,certified
2026-02-19,P006,card,processor_d,14960.79,13984.85,1,30.1,watch
2026-02-19,P006,ach,processor_c,15474.83,15992.9,1,90.9,watch
2026-02-19,P007,card,processor_a,107029.46,105876.84,3,27.7,needs research
2026-02-19,P007,ach,processor_d,36999.49,37976.58,4,88.7,watch
2026-02-19,P007,card,processor_a,31984.96,31902.59,1,11.6,certified
2026-02-19,P007,ach,processor_c,19087.27,19047.09,5,87.8,needs research
2026-02-19,P007,card,processor_a,34052.83,36516.01,3,31.0,watch
2026-02-19,P007,ach,processor_c,23384.04,23209.17,4,89.2,certified
2026-02-19,P007,card,processor_d,18098.65,18454.22,3,41.1,needs research
2026-02-19,P007,ach,processor_c,10851.41,10385.8,3,81.1,watch
2026-02-19,P007,card,processor_b,5187.0,5154.58,3,35.1,needs research
2026-02-19,P007,card,processor_d,10962.46,11722.82,3,8.0,watch
2026-02-19,P007,ach,processor_a,16877.06,16907.2,0,37.1,certified
2026-02-19,P008,card,processor_a,112766.53,111658.37,0,41.9,needs research
2026-02-19,P008,ach,processor_a,52922.33,53348.42,3,53.3,watch
2026-02-19,P008,card,processor_b,55496.02,54244.09,1,12.4,watch
2026-02-19,P008,ach,processor_b,22237.2,22721.72,3,63.3,needs research
2026-02-19,P008,card,processor_d,50860.85,52359.99,2,8.3,needs research
2026-02-19,P008,ach,processor_a,25790.46,25506.21,2,57.2,certified
2026-02-19,P008,card,processor_a,24960.35,24731.42,3,32.9,certified
2026-02-19,P008,ach,processor_b,12037.89,12044.89,0,82.6,needs research
2026-02-19,P008,card,processor_d,6722.41,6619.1,2,5.0,watch
2026-02-19,P008,card,processor_c,14428.51,14371.25,3,5.3,certified
2026-02-19,P008,ach,processor_d,15304.65,15076.42,1,90.2,needs research
2026-02-26,P001,card,processor_b,139970.6,145059.58,2,18.6,watch
2026-02-26,P001,ach,processor_a,80430.42,82072.28,5,13.8,watch
2026-02-26,P001,card,processor_b,58967.61,59584.56,2,4.6,needs research
2026-02-26,P001,ach,processor_b,24561.57,23249.99,5,13.4,watch
2026-02-26,P001,card,processor_c,61858.13,58817.96,1,23.8,watch
2026-02-26,P001,ach,processor_b,39738.73,39853.83,2,16.9,watch
2026-02-26,P001,card,processor_c,34411.38,32847.36,2,32.7,watch
2026-02-26,P001,ach,processor_a,14198.9,14487.9,4,87.7,certified
2026-02-26,P001,card,processor_a,7549.8,7409.07,3,43.3,needs research
2026-02-26,P001,card,processor_a,21197.4,21662.84,2,25.7,needs research
2026-02-26,P001,ach,processor_a,17726.96,16960.32,4,39.4,certified
2026-02-26,P002,card,processor_c,125077.65,124304.76,1,12.0,watch
2026-02-26,P002,ach,processor_b,75879.98,78876.82,3,63.7,needs research
2026-02-26,P002,card,processor_c,45701.21,47788.49,0,27.1,needs research
2026-02-26,P002,ach,processor_a,24570.04,25331.45,2,75.7,needs research
2026-02-26,P002,card,processor_b,50171.09,53959.79,0,18.7,watch
2026-02-26,P002,ach,processor_a,26883.66,27056.62,5,53.6,certified
2026-02-26,P002,card,processor_c,26479.85,26063.02,1,41.3,watch
2026-02-26,P002,ach,processor_b,13301.71,12783.42,4,5.7,certified
2026-02-26,P002,card,processor_c,7626.86,7273.64,0,19.8,certified
2026-02-26,P002,card,processor_b,14443.38,15255.22,3,35.4,needs research
2026-02-26,P002,ach,processor_b,17068.47,16029.85,2,37.0,watch
2026-02-26,P003,card,processor_a,147109.37,152507.46,3,24.5,needs research
2026-02-26,P003,ach,processor_b,97909.86,97147.6,0,23.0,needs research
2026-02-26,P003,card,processor_d,64077.53,63198.18,3,39.7,needs research
2026-02-26,P003,ach,processor_b,34182.96,33635.89,4,62.5,certified
2026-02-26,P003,card,processor_a,56406.93,56547.52,2,42.7,certified
2026-02-26,P003,ach,processor_b,39269.41,37712.33,3,62.4,needs research
2026-02-26,P003,card,processor_c,25453.8,25523.05,1,27.9,watch
2026-02-26,P003,ach,processor_d,14726.98,14064.59,2,85.4,certified
2026-02-26,P003,card,processor_b,8133.84,7859.83,3,10.6,needs research
2026-02-26,P003,card,processor_a,16609.35,15939.98,3,38.4,certified
2026-02-26,P003,ach,processor_b,15363.85,15101.83,1,76.0,watch
2026-02-26,P004,card,processor_a,104546.69,107238.01,2,29.1,certified
2026-02-26,P004,ach,processor_d,54972.84,52873.08,5,64.7,needs research
2026-02-26,P004,card,processor_a,48053.73,46464.32,2,41.2,certified
2026-02-26,P004,ach,processor_c,27258.57,26152.31,4,41.0,certified
2026-02-26,P004,card,processor_a,41923.44,43393.52,1,4.9,watch
2026-02-26,P004,ach,processor_a,26720.41,27475.91,1,77.7,watch
2026-02-26,P004,card,processor_d,17315.09,18145.02,0,34.5,certified
2026-02-26,P004,ach,processor_b,10510.43,10648.53,0,38.5,certified
2026-02-26,P004,card,processor_c,7175.92,7287.02,3,12.2,certified
2026-02-26,P004,card,processor_b,12745.11,12834.68,1,23.8,needs research
2026-02-26,P004,ach,processor_c,17465.01,17705.65,0,77.4,watch
2026-02-26,P005,card,processor_a,201133.36,187512.14,2,15.5,watch
2026-02-26,P005,ach,processor_b,99039.76,103231.99,3,7.9,needs research
2026-02-26,P005,card,processor_a,57888.94,60319.47,3,18.8,watch
2026-02-26,P005,ach,processor_a,33641.93,31490.53,2,8.3,watch
2026-02-26,P005,card,processor_a,61872.34,62965.05,0,30.8,needs research
2026-02-26,P005,ach,processor_a,41551.07,43134.01,2,30.5,watch
