date,partner_id,partner_segment,channel,payment_method,processor,transaction_count,gross_volume,net_revenue,authorization_rate,capture_rate,decline_rate,return_rate,chargeback_rate,gateway_latency_ms,settlement_delay_hours,reconciliation_variance,data_quality_score
2026-01-03,P005,Growth,online,card,processor_c,296,20880.46,129.46,0.9116,0.8979,0.0628,0.0066,0.0039,422,23.1,-11.83,95.5
2026-01-03,P005,Growth,online,ach,processor_b,73,11214.38,52.71,0.9247,0.9137,0.0543,0.0174,0.0011,570,51.0,7.7,92.5
2026-01-03,P005,Growth,online,p2p,processor_c,36,1858.91,10.41,0.9241,0.9117,0.0484,0.0111,0.0052,424,14.9,0.75,95.5
2026-01-03,P005,Growth,online,wallet,processor_a,66,4479.55,25.09,0.943,0.9351,0.019,0.005,0.0042,308,25.8,-2.45,95.2
2026-01-03,P005,Growth,online,tokenized_card,processor_b,20,1739.98,9.74,0.944,0.9386,0.0255,0.0024,0.0059,554,32.6,-1.47,92.8
2026-01-03,P005,Growth,in_app,card,processor_d,141,7620.43,47.25,0.8909,0.88,0.0776,0.0013,0.0039,433,50.8,-2.97,94.3
2026-01-03,P005,Growth,in_app,ach,processor_d,30,3115.95,14.64,0.9195,0.9127,0.0582,0.0169,0.002,538,62.8,1.87,95.9
2026-01-03,P005,Growth,in_app,p2p,processor_c,21,782.32,4.38,0.9288,0.9189,0.0504,0.01,0.0044,466,23.3,-0.2,94.5
2026-01-03,P005,Growth,in_app,wallet,processor_a,35,1457.09,8.16,0.944,0.9348,0.02,0.0023,0.001,372,24.5,-0.08,94.6
2026-01-03,P005,Growth,in_app,tokenized_card,processor_c,18,1129.65,6.33,0.9614,0.9481,0.0157,0.0013,0.0053,392,33.0,0.93,94.2
2026-01-03,P005,Growth,in_store,card,processor_a,180,8129.35,50.4,0.9008,0.8953,0.075,0.006,0.0028,254,24.6,-0.6,96.8
2026-01-03,P005,Growth,in_store,ach,processor_b,53,5147.49,24.19,0.9373,0.9225,0.0352,0.0172,0.0035,425,57.1,4.05,94.3
2026-01-03,P005,Growth,in_store,p2p,processor_b,23,688.8,3.86,0.9155,0.9064,0.0565,0.0078,0.0017,329,34.9,-0.36,92.5
2026-01-03,P005,Growth,in_store,wallet,processor_c,48,1670.47,9.35,0.9188,0.9118,0.0545,0.0022,0.0038,310,28.9,0.77,95.6
2026-01-03,P005,Growth,in_store,tokenized_card,processor_c,18,803.2,4.5,0.9565,0.942,0.0071,0.0038,0.0042,363,20.1,-0.33,95.8
2026-01-03,P005,Growth,mobile,card,processor_a,91,3304.51,20.49,0.8977,0.8887,0.0819,0.0019,0.0038,365,25.1,3.39,94.1
2026-01-03,P005,Growth,mobile,ach,processor_c,24,2227.04,10.47,0.943,0.9351,0.035,0.0219,0.0039,393,62.1,-1.97,92.4
2026-01-03,P005,Growth,mobile,p2p,processor_c,18,432.47,2.42,0.9229,0.9089,0.0428,0.01,0.0025,512,24.7,-0.22,96.9
2026-01-03,P005,Growth,mobile,wallet,processor_b,28,917.58,5.14,0.9395,0.928,0.0229,0.0038,0.0049,512,17.9,-0.26,95.0
2026-01-03,P005,Growth,mobile,tokenized_card,processor_a,18,817.79,4.58,0.9507,0.9353,0.0256,0.001,0.0008,448,26.5,0.96,91.4
2026-01-03,P005,Growth,unattended,card,processor_c,56,971.73,6.02,0.8947,0.8805,0.0849,0.0011,0.0042,686,32.1,-0.53,94.3
2026-01-03,P005,Growth,unattended,wallet,processor_b,18,279.39,1.56,0.9353,0.9212,0.036,0.0025,0.0014,565,34.4,0.3,94.1
2026-01-03,P005,Growth,unattended,tokenized_card,processor_c,18,341.9,1.91,0.9624,0.9559,0.0156,0.0036,0.0022,513,26.1,0.01,96.6
2026-01-03,P005,Growth,recurring,card,processor_c,44,2703.34,16.76,0.8969,0.8903,0.078,0.0035,0.0009,432,32.0,2.12,93.3
2026-01-03,P005,Growth,recurring,ach,processor_b,18,2246.47,10.56,0.9328,0.9189,0.0414,0.0206,0.0013,482,71.3,-1.36,95.3
2026-01-03,P005,Growth,recurring,wallet,processor_d,18,899.64,5.04,0.9291,0.9234,0.0467,0.005,0.0039,486,25.4,0.92,94.2
2026-01-03,P005,Growth,recurring,tokenized_card,processor_a,18,1283.01,7.18,0.9532,0.9449,0.0219,0.0013,0.0014,298,28.0,0.34,94.9
2026-01-03,P006,Growth,online,card,processor_c,167,13137.98,81.46,0.9193,0.9121,0.0491,0.0053,0.0048,428,17.7,11.99,95.4
2026-01-03,P006,Growth,online,ach,processor_d,39,6608.09,31.06,0.9218,0.9153,0.0404,0.0175,0.0011,516,63.0,4.75,94.8
2026-01-03,P006,Growth,online,p2p,processor_a,27,1347.83,7.55,0.922,0.9151,0.0489,0.0113,0.0088,316,28.5,0.51,93.2
2026-01-03,P006,Growth,online,wallet,processor_b,43,2708.66,15.17,0.9233,0.9161,0.0388,0.0051,0.0038,523,21.4,-2.28,92.5
2026-01-03,P006,Growth,online,tokenized_card,processor_b,18,1608.53,9.01,0.9292,0.915,0.0424,0.0052,0.0048,457,18.6,0.68,94.4
2026-01-03,P006,Growth,in_app,card,processor_a,103,5554.55,34.44,0.9089,0.9023,0.0618,0.0053,0.005,352,36.9,6.87,92.4
2026-01-03,P006,Growth,in_app,ach,processor_d,19,2210.9,10.39,0.9316,0.9251,0.0289,0.0201,0.0049,447,75.2,0.64,96.9
2026-01-03,P006,Growth,in_app,p2p,processor_a,18,586.96,3.29,0.939,0.9343,0.0223,0.0105,0.0059,339,17.8,0.7,91.3
2026-01-03,P006,Growth,in_app,wallet,processor_c,21,978.97,5.48,0.9426,0.9297,0.0232,0.0036,0.0018,386,35.3,1.21,90.9
2026-01-03,P006,Growth,in_app,tokenized_card,processor_d,18,963.15,5.39,0.9449,0.9284,0.0355,0.0009,0.0024,434,37.9,-0.86,93.2
2026-01-03,P006,Growth,in_store,card,processor_c,112,5348.43,33.16,0.9009,0.8844,0.0778,0.0031,0.0051,271,23.5,-2.18,96.2
2026-01-03,P006,Growth,in_store,ach,processor_a,26,2712.26,12.75,0.9356,0.9254,0.0401,0.0184,0.0016,257,59.5,-1.99,95.0
2026-01-03,P006,Growth,in_store,p2p,processor_a,18,519.8,2.91,0.9168,0.9024,0.0649,0.0109,0.0033,220,35.6,-0.17,93.0
2026-01-03,P006,Growth,in_store,wallet,processor_a,35,1384.28,7.75,0.9452,0.9285,0.0343,0.0022,0.0017,235,25.3,0.0,95.9
2026-01-03,P006,Growth,in_store,tokenized_card,processor_b,18,826.11,4.63,0.9437,0.9283,0.0173,0.0035,0.001,325,18.5,-0.03,96.4
2026-01-03,P006,Growth,mobile,card,processor_c,63,2388.16,14.81,0.9189,0.9053,0.0591,0.0069,0.0014,390,35.8,0.64,94.0
2026-01-03,P006,Growth,mobile,ach,processor_b,18,1701.04,7.99,0.9488,0.9328,0.0302,0.0188,0.005,643,36.5,0.77,95.0
2026-01-03,P006,Growth,mobile,p2p,processor_a,18,446.36,2.5,0.9224,0.9134,0.0523,0.0118,0.0017,349,29.0,-0.16,93.1
2026-01-03,P006,Growth,mobile,wallet,processor_c,18,596.57,3.34,0.9267,0.9217,0.0399,0.0076,0.0043,453,30.3,0.15,95.1
2026-01-03,P006,Growth,mobile,tokenized_card,processor_a,18,776.17,4.35,0.9435,0.9333,0.0282,0.0,0.0058,324,25.4,-0.44,95.9
2026-01-03,P006,Growth,unattended,card,processor_a,31,594.46,3.69,0.9199,0.9094,0.0394,0.0044,0.005,525,17.1,-0.49,94.8
2026-01-03,P006,Growth,unattended,wallet,processor_a,18,276.55,1.55,0.9375,0.9241,0.0379,0.0062,0.0027,464,25.7,0.28,94.2
2026-01-03,P006,Growth,unattended,tokenized_card,processor_b,18,360.42,2.02,0.95,0.9374,0.0256,0.0009,0.0022,692,33.2,0.06,95.3
2026-01-03,P006,Growth,recurring,card,processor_d,24,1515.49,9.4,0.8952,0.8906,0.0864,0.0027,0.0024,506,50.6,1.59,91.5
2026-01-03,P006,Growth,recurring,ach,processor_c,18,2564.31,12.05,0.953,0.9433,0.0207,0.02,0.0033,489,54.7,-0.6,94.4
2026-01-03,P006,Growth,recurring,wallet,processor_b,18,951.62,5.33,0.9386,0.9244,0.0385,0.004,0.0044,456,18.8,-0.68,92.7
2026-01-03,P006,Growth,recurring,tokenized_card,processor_d,18,1077.29,6.03,0.9446,0.933,0.0328,0.0049,0.0057,456,37.3,0.46,96.9
2026-01-03,P007,Watch,online,card,processor_a,139,10015.36,62.1,0.9184,0.9124,0.0426,0.002,0.0058,343,26.5,12.67,91.1
2026-01-03,P007,Watch,online,ach,processor_c,31,5077.78,23.87,0.9467,0.9414,0.0353,0.0209,0.0066,481,54.3,0.49,94.3
2026-01-03,P007,Watch,online,p2p,processor_b,22,1141.11,6.39,0.9064,0.8907,0.0577,0.0077,0.0058,465,26.9,1.41,92.0
2026-01-03,P007,Watch,online,wallet,processor_c,35,2291.84,12.83,0.9388,0.9245,0.0277,0.0051,0.0066,491,24.9,1.29,93.8
2026-01-03,P007,Watch,online,tokenized_card,processor_a,18,1518.71,8.5,0.968,0.9607,0.006,0.0004,0.0055,338,29.5,1.13,95.9
2026-01-03,P007,Watch,in_app,card,processor_a,67,3606.18,22.36,0.9245,0.9162,0.0455,0.0054,0.0036,317,27.3,4.84,94.2
2026-01-03,P007,Watch,in_app,ach,processor_b,18,1866.28,8.77,0.9446,0.9403,0.0228,0.021,0.0052,471,48.2,-0.73,94.4
2026-01-03,P007,Watch,in_app,p2p,processor_d,18,646.65,3.62,0.9107,0.905,0.0587,0.011,0.002,468,33.1,0.59,92.2
2026-01-03,P007,Watch,in_app,wallet,processor_c,22,907.88,5.08,0.9431,0.9258,0.0311,0.0027,0.0054,432,17.5,-0.17,95.8
2026-01-03,P007,Watch,in_app,tokenized_card,processor_c,18,1039.88,5.82,0.948,0.9301,0.0235,0.0034,0.0051,421,27.1,-0.73,94.3
2026-01-03,P007,Watch,in_store,card,processor_a,109,4915.84,30.48,0.8984,0.8864,0.0748,0.0061,0.0022,239,22.9,-0.72,97.5
2026-01-03,P007,Watch,in_store,ach,processor_b,24,2262.98,10.64,0.936,0.9271,0.0288,0.0198,0.0017,356,55.7,-1.04,94.4
2026-01-03,P007,Watch,in_store,p2p,processor_b,18,535.35,3.0,0.9074,0.8997,0.054,0.01,0.0056,418,21.8,-0.01,94.7
2026-01-03,P007,Watch,in_store,wallet,processor_c,29,966.89,5.41,0.9329,0.9243,0.049,0.0038,0.004,300,19.0,1.33,92.4
2026-01-03,P007,Watch,in_store,tokenized_card,processor_c,18,850.06,4.76,0.9571,0.9527,0.0157,0.0028,0.0043,357,37.0,-0.69,94.4
2026-01-03,P007,Watch,mobile,card,processor_b,48,1946.08,12.07,0.9076,0.8904,0.0619,0.0011,0.0025,496,16.4,1.05,96.7
2026-01-03,P007,Watch,mobile,ach,processor_a,18,1487.68,6.99,0.9514,0.9338,0.0166,0.0195,0.0056,329,56.1,1.74,94.2
2026-01-03,P007,Watch,mobile,p2p,processor_c,18,478.96,2.68,0.9246,0.9147,0.0482,0.0129,0.002,426,24.9,0.01,94.5
2026-01-03,P007,Watch,mobile,wallet,processor_b,18,569.08,3.19,0.9381,0.9295,0.0332,0.0055,0.0057,593,15.0,0.24,93.8
2026-01-03,P007,Watch,mobile,tokenized_card,processor_a,18,710.7,3.98,0.9422,0.932,0.0221,0.0002,0.0031,370,22.4,0.64,95.7
2026-01-03,P007,Watch,unattended,card,processor_a,32,551.18,3.42,0.9205,0.9037,0.0539,0.0032,0.0016,554,33.0,0.62,91.4
2026-01-03,P007,Watch,unattended,wallet,processor_c,18,313.76,1.76,0.9458,0.9364,0.0168,0.0043,0.0047,622,30.7,-0.1,92.8
2026-01-03,P007,Watch,unattended,tokenized_card,processor_a,18,369.9,2.07,0.9493,0.9386,0.0298,0.0011,0.0023,412,26.0,-0.26,93.0
2026-01-03,P007,Watch,recurring,card,processor_c,19,1278.19,7.92,0.9159,0.9086,0.0645,0.0043,0.0039,442,36.4,0.37,93.3
2026-01-03,P007,Watch,recurring,ach,processor_a,18,2443.77,11.49,0.9468,0.9297,0.019,0.0208,0.0017,382,51.6,2.54,94.7
2026-01-03,P007,Watch,recurring,wallet,processor_a,18,893.86,5.01,0.9425,0.9337,0.0179,0.0024,0.002,378,21.0,-0.73,93.5
2026-01-03,P007,Watch,recurring,tokenized_card,processor_c,18,1144.58,6.41,0.9387,0.9264,0.0398,0.0006,0.0021,378,20.3,-0.36,95.5
2026-01-03,P008,Watch,online,card,processor_a,202,16691.43,103.49,0.905,0.8903,0.0696,0.0061,0.0088,338,31.7,-8.2,94.7
2026-01-03,P008,Watch,online,ach,processor_b,48,7668.84,36.04,0.948,0.9325,0.0195,0.0205,0.0037,419,50.8,1.69,94.7
2026-01-03,P008,Watch,online,p2p,processor_b,23,1034.44,5.79,0.9067,0.8953,0.0727,0.0125,0.0064,489,15.3,-0.61,93.0
2026-01-03,P008,Watch,online,wallet,processor_a,52,3246.32,18.18,0.9449,0.9385,0.0154,0.0072,0.0059,344,14.9,4.18,93.8
2026-01-03,P008,Watch,online,tokenized_card,processor_a,18,1574.89,8.82,0.9628,0.9483,0.006,0.0046,0.0078,339,33.0,0.46,97.2
2026-01-03,P008,Watch,in_app,card,processor_c,115,5480.49,33.98,0.9169,0.9055,0.056,0.0016,0.0028,402,34.0,-0.82,93.1
2026-01-03,P008,Watch,in_app,ach,processor_c,27,3130.11,14.71,0.9309,0.9209,0.0463,0.0183,0.002,329,61.0,-1.73,95.8
2026-01-03,P008,Watch,in_app,p2p,processor_b,18,556.54,3.12,0.9103,0.894,0.0671,0.0078,0.002,463,14.1,-0.45,96.2
2026-01-03,P008,Watch,in_app,wallet,processor_b,30,1250.21,7.0,0.9267,0.9186,0.0396,0.0021,0.0036,395,31.6,0.38,96.7
2026-01-03,P008,Watch,in_app,tokenized_card,processor_a,18,1113.51,6.24,0.9487,0.9313,0.0145,0.0056,0.0044,299,21.4,0.05,96.3
2026-01-03,P008,Watch,in_store,card,processor_d,144,5882.41,36.47,0.8924,0.8847,0.0795,0.005,0.005,475,33.3,1.14,95.7
2026-01-03,P008,Watch,in_store,ach,processor_a,30,2819.93,13.25,0.9419,0.9264,0.0328,0.0187,0.0049,235,59.4,1.72,93.2
2026-01-03,P008,Watch,in_store,p2p,processor_b,18,460.84,2.58,0.9196,0.9108,0.0567,0.0079,0.0009,390,27.7,-0.13,96.8
2026-01-03,P008,Watch,in_store,wallet,processor_b,40,1454.43,8.14,0.9274,0.9142,0.0511,0.0033,0.003,407,37.4,-1.18,94.6
2026-01-03,P008,Watch,in_store,tokenized_card,processor_b,18,756.52,4.24,0.9517,0.9477,0.0189,0.0051,0.0053,428,16.1,0.51,93.0
2026-01-03,P008,Watch,mobile,card,processor_c,69,2712.88,16.82,0.9165,0.9086,0.063,0.0062,0.0012,425,19.8,1.12,93.7
2026-01-03,P008,Watch,mobile,ach,processor_b,18,1625.38,7.64,0.9406,0.9365,0.0222,0.0208,0.0045,462,59.3,-1.23,94.3
2026-01-03,P008,Watch,mobile,p2p,processor_a,18,451.07,2.53,0.9195,0.9044,0.0603,0.0101,0.0033,439,23.5,-0.09,96.4
2026-01-03,P008,Watch,mobile,wallet,processor_b,19,716.83,4.01,0.9167,0.8994,0.0528,0.0076,0.0028,615,33.4,0.26,93.2
2026-01-03,P008,Watch,mobile,tokenized_card,processor_c,18,806.81,4.52,0.9566,0.9467,0.0136,0.0025,0.0015,546,26.1,-0.42,92.5
2026-01-03,P008,Watch,unattended,card,processor_b,35,707.38,4.39,0.9011,0.8879,0.0688,0.0065,0.0037,579,18.7,-0.38,94.1
2026-01-03,P008,Watch,unattended,wallet,processor_c,18,271.67,1.52,0.9377,0.9307,0.0236,0.0052,0.0016,661,20.8,0.13,96.6
2026-01-03,P008,Watch,unattended,tokenized_card,processor_d,18,351.64,1.97,0.9334,0.9282,0.0347,0.0058,0.0018,849,35.4,0.2,94.3
2026-01-03,P008,Watch,recurring,card,processor_d,28,1648.25,10.22,0.8918,0.8873,0.07,0.0051,0.0006,579,47.4,2.02,94.6
2026-01-03,P008,Watch,recurring,ach,processor_b,18,2594.19,12.19,0.9512,0.9462,0.0286,0.0216,0.0051,522,40.9,3.4,91.6
2026-01-03,P008,Watch,recurring,wallet,processor_d,18,917.05,5.14,0.9219,0.9137,0.0552,0.0064,0.0054,552,26.7,-0.71,94.6
2026-01-03,P008,Watch,recurring,tokenized_card,processor_a,18,1141.51,6.39,0.9521,0.9392,0.0231,0.0044,0.0042,324,18.3,0.62,93.6
2026-01-04,P001,Core,online,card,processor_b,264,20844.25,129.23,0.904,0.8989,0.0694,0.0046,0.005,433,15.6,13.87,96.0
2026-01-04,P001,Core,online,ach,processor_b,51,9129.45,42.91,0.9321,0.9277,0.0409,0.0205,0.0017,492,61.1,2.31,93.9
2026-01-04,P001,Core,online,p2p,processor_c,30,1548.76,8.67,0.9102,0.8968,0.0538,0.0108,0.0073,362,34.0,1.48,92.9
2026-01-04,P001,Core,online,wallet,processor_a,61,4349.97,24.36,0.9371,0.931,0.0299,0.0031,0.0046,391,26.3,-3.69,96.1
2026-01-04,P001,Core,online,tokenized_card,processor_c,18,1301.72,7.29,0.9535,0.9359,0.0259,0.0046,0.0089,414,25.1,1.52,92.1
2026-01-04,P001,Core,in_app,card,processor_a,133,6600.54,40.92,0.9039,0.8936,0.0606,0.0053,0.0034,333,37.6,7.85,94.1
2026-01-04,P001,Core,in_app,ach,processor_a,30,3348.69,15.74,0.944,0.9372,0.0213,0.0171,0.0012,277,43.4,-1.69,96.7
2026-01-04,P001,Core,in_app,p2p,processor_b,18,623.93,3.49,0.9116,0.9052,0.0613,0.0099,0.0051,484,23.3,0.83,91.1
2026-01-04,P001,Core,in_app,wallet,processor_b,37,1793.12,10.04,0.9212,0.9126,0.0597,0.0028,0.005,462,31.6,2.2,93.8
2026-01-04,P001,Core,in_app,tokenized_card,processor_a,18,1056.82,5.92,0.9479,0.9303,0.0262,0.0053,0.0057,301,22.1,-0.44,95.6
2026-01-04,P001,Core,in_store,card,processor_b,151,6175.18,38.29,0.896,0.8807,0.0645,0.0063,0.0059,348,31.6,1.55,94.4
2026-01-04,P001,Core,in_store,ach,processor_d,39,3340.83,15.7,0.9327,0.9262,0.037,0.0211,0.001,402,74.0,3.67,92.1
2026-01-04,P001,Core,in_store,p2p,processor_d,24,730.68,4.09,0.9037,0.8939,0.0694,0.0104,0.0052,477,34.3,0.86,93.8
2026-01-04,P001,Core,in_store,wallet,processor_b,43,1630.24,9.13,0.9149,0.9105,0.0639,0.0075,0.0015,424,24.8,2.07,91.4
2026-01-04,P001,Core,in_store,tokenized_card,processor_c,18,900.8,5.04,0.9595,0.9455,0.0116,0.0015,0.004,372,33.3,1.1,95.3
2026-01-04,P001,Core,mobile,card,processor_b,93,3305.21,20.49,0.9054,0.8909,0.0539,0.0019,0.0053,462,31.5,2.6,92.4
2026-01-04,P001,Core,mobile,ach,processor_a,20,1576.18,7.41,0.9437,0.9348,0.0312,0.0178,0.004,390,63.7,-0.4,93.3
2026-01-04,P001,Core,mobile,p2p,processor_a,18,434.56,2.43,0.916,0.8997,0.0604,0.0077,0.0041,316,29.5,0.14,93.5
2026-01-04,P001,Core,mobile,wallet,processor_a,24,906.34,5.08,0.9253,0.9073,0.0537,0.0033,0.0033,376,29.8,1.26,93.0
2026-01-04,P001,Core,mobile,tokenized_card,processor_c,18,743.84,4.17,0.9415,0.928,0.0302,0.003,0.0015,521,17.8,-0.3,96.7
2026-01-04,P001,Core,unattended,card,processor_b,54,918.92,5.7,0.9038,0.8951,0.0775,0.0017,0.0016,724,19.8,-0.69,95.2
2026-01-04,P001,Core,unattended,wallet,processor_b,18,253.76,1.42,0.9395,0.9273,0.0393,0.0051,0.0031,760,19.9,0.01,95.0
2026-01-04,P001,Core,unattended,tokenized_card,processor_c,18,349.37,1.96,0.9488,0.9398,0.032,0.0022,0.0015,551,32.8,0.23,96.3
2026-01-04,P001,Core,recurring,card,processor_a,35,2222.27,13.78,0.9012,0.8904,0.0777,0.006,0.0007,306,28.5,1.21,95.9
2026-01-04,P001,Core,recurring,ach,processor_c,18,2653.44,12.47,0.957,0.9432,0.006,0.0189,0.0054,384,57.2,-1.25,95.6
2026-01-04,P001,Core,recurring,wallet,processor_c,18,901.62,5.05,0.9197,0.9038,0.0621,0.0079,0.0031,426,14.0,0.66,93.2
2026-01-04,P001,Core,recurring,tokenized_card,processor_a,18,1229.74,6.89,0.9521,0.9349,0.0103,0.0008,0.0006,357,27.6,1.13,92.9
2026-01-04,P002,Core,online,card,processor_d,219,17636.42,109.35,0.8902,0.8837,0.0885,0.0041,0.001,634,33.7,-14.52,92.5
2026-01-04,P002,Core,online,ach,processor_b,52,8653.13,40.67,0.9404,0.9301,0.0295,0.0172,0.0072,543,59.8,10.99,94.3
2026-01-04,P002,Core,online,p2p,processor_b,33,1433.87,8.03,0.9124,0.9067,0.0585,0.0093,0.0078,582,28.6,0.89,95.2
2026-01-04,P002,Core,online,wallet,processor_a,62,3671.58,20.56,0.926,0.9191,0.0454,0.0028,0.0089,376,31.0,-3.26,94.4
2026-01-04,P002,Core,online,tokenized_card,processor_b,18,1505.07,8.43,0.9392,0.9278,0.0312,0.0053,0.007,461,14.4,-0.18,94.4
2026-01-04,P002,Core,in_app,card,processor_c,115,6107.64,37.87,0.9145,0.8986,0.0671,0.0046,0.0044,436,16.0,-4.2,94.5
2026-01-04,P002,Core,in_app,ach,processor_b,29,2946.86,13.85,0.9452,0.9343,0.0339,0.0198,0.0018,410,45.9,-0.61,93.7
2026-01-04,P002,Core,in_app,p2p,processor_d,18,597.51,3.35,0.9052,0.8967,0.0583,0.009,0.0009,473,34.4,-0.48,93.5
2026-01-04,P002,Core,in_app,wallet,processor_b,29,1431.42,8.02,0.9367,0.9323,0.041,0.0056,0.0021,450,34.7,0.19,93.5
2026-01-04,P002,Core,in_app,tokenized_card,processor_d,18,1058.14,5.93,0.9506,0.9448,0.0261,0.0038,0.0016,601,47.2,1.04,95.1
2026-01-04,P002,Core,in_store,card,processor_c,137,5865.34,36.37,0.9154,0.91,0.0592,0.0021,0.0054,309,35.1,3.67,96.6
2026-01-04,P002,Core,in_store,ach,processor_d,40,3489.86,16.4,0.9443,0.9277,0.0203,0.0167,0.0045,363,57.9,-2.18,96.5
2026-01-04,P002,Core,in_store,p2p,processor_b,20,597.82,3.35,0.9268,0.9115,0.0351,0.0117,0.003,413,19.9,-0.01,95.3
2026-01-04,P002,Core,in_store,wallet,processor_c,43,1753.71,9.82,0.9329,0.9149,0.0402,0.0039,0.0042,360,28.0,-1.32,93.6
2026-01-04,P002,Core,in_store,tokenized_card,processor_b,18,852.08,4.77,0.9498,0.9366,0.0303,0.0032,0.0014,362,32.8,0.51,95.0
2026-01-04,P002,Core,mobile,card,processor_c,65,2629.11,16.3,0.91,0.8949,0.0621,0.0048,0.0027,423,15.3,3.53,94.0
2026-01-04,P002,Core,mobile,ach,processor_a,18,1475.05,6.93,0.938,0.9236,0.0422,0.0166,0.0024,424,36.4,2.0,94.6
2026-01-04,P002,Core,mobile,p2p,processor_a,18,433.47,2.43,0.9252,0.9154,0.0478,0.0108,0.0047,405,35.5,0.46,95.7
2026-01-04,P002,Core,mobile,wallet,processor_c,18,593.58,3.32,0.9322,0.9219,0.028,0.006,0.0016,460,21.5,-0.15,93.8
2026-01-04,P002,Core,mobile,tokenized_card,processor_c,18,778.18,4.36,0.9629,0.9581,0.017,0.0056,0.0023,524,35.5,-0.24,94.9
2026-01-04,P002,Core,unattended,card,processor_c,45,814.73,5.05,0.8922,0.88,0.0866,0.0055,0.0046,580,23.7,0.95,95.0
2026-01-04,P002,Core,unattended,wallet,processor_b,18,305.24,1.71,0.9277,0.9225,0.0422,0.0069,0.003,718,18.5,0.4,90.8
2026-01-04,P002,Core,unattended,tokenized_card,processor_a,18,323.11,1.81,0.962,0.9543,0.0141,0.0005,0.0035,506,22.5,-0.16,96.6
2026-01-04,P002,Core,recurring,card,processor_c,31,1860.36,11.53,0.9015,0.8931,0.0777,0.0039,0.0044,352,14.6,1.76,95.6
2026-01-04,P002,Core,recurring,ach,processor_a,18,2419.21,11.37,0.9547,0.9496,0.0199,0.019,0.0052,316,67.4,1.72,94.0
2026-01-04,P002,Core,recurring,wallet,processor_d,18,1022.27,5.72,0.9142,0.9007,0.0605,0.0034,0.0036,522,40.1,-0.2,96.6
2026-01-04,P002,Core,recurring,tokenized_card,processor_b,18,1233.3,6.91,0.9415,0.9348,0.0256,0.0057,0.0053,541,18.5,0.07,97.6
2026-01-04,P003,Strategic,online,card,processor_b,224,15819.14,98.08,0.8914,0.88,0.0898,0.0011,0.0024,506,19.0,21.12,93.6
2026-01-04,P003,Strategic,online,ach,processor_c,60,10601.28,49.83,0.9304,0.9139,0.029,0.0169,0.0073,484,58.4,-2.13,96.8
2026-01-04,P003,Strategic,online,p2p,processor_a,38,1824.4,10.22,0.9392,0.9239,0.0397,0.0116,0.001,336,37.0,-0.96,96.8
2026-01-04,P003,Strategic,online,wallet,processor_a,61,4210.85,23.58,0.9245,0.9139,0.0422,0.0024,0.0062,401,28.1,-3.72,92.3
2026-01-04,P003,Strategic,online,tokenized_card,processor_a,23,1694.96,9.49,0.9479,0.9372,0.0286,0.0024,0.0021,317,21.3,0.87,92.8
2026-01-04,P003,Strategic,in_app,card,processor_d,140,7417.03,45.99,0.905,0.8963,0.0659,0.0041,0.003,478,35.4,-5.08,95.2
2026-01-04,P003,Strategic,in_app,ach,processor_a,31,3358.05,15.78,0.9388,0.9335,0.0366,0.0204,0.0059,312,72.8,1.68,93.4
2026-01-04,P003,Strategic,in_app,p2p,processor_d,18,646.96,3.62,0.92,0.9098,0.0474,0.0115,0.003,461,32.8,0.42,95.2
2026-01-04,P003,Strategic,in_app,wallet,processor_b,33,1428.55,8.0,0.9152,0.8987,0.0489,0.0073,0.0047,431,26.1,1.81,94.9
2026-01-04,P003,Strategic,in_app,tokenized_card,processor_c,18,1117.79,6.26,0.9384,0.9285,0.0226,0.005,0.0031,417,22.2,-0.59,96.4
2026-01-04,P003,Strategic,in_store,card,processor_b,186,8269.92,51.27,0.8873,0.88,0.0909,0.0063,0.0012,364,29.9,8.69,91.3
2026-01-04,P003,Strategic,in_store,ach,processor_d,40,3581.03,16.83,0.941,0.927,0.0254,0.0174,0.0035,423,86.9,3.82,95.1
2026-01-04,P003,Strategic,in_store,p2p,processor_b,21,587.62,3.29,0.9176,0.9062,0.0638,0.0098,0.0059,429,37.3,-0.51,94.6
2026-01-04,P003,Strategic,in_store,wallet,processor_c,47,1653.55,9.26,0.9445,0.9305,0.0347,0.0035,0.0058,328,23.8,0.64,95.5
2026-01-04,P003,Strategic,in_store,tokenized_card,processor_a,18,822.59,4.61,0.958,0.949,0.0171,0.0045,0.0038,212,35.8,-0.08,96.9
2026-01-04,P003,Strategic,mobile,card,processor_d,91,3711.71,23.01,0.8836,0.88,0.0839,0.0049,0.0037,521,48.1,1.77,96.1
2026-01-04,P003,Strategic,mobile,ach,processor_c,20,1870.18,8.79,0.9419,0.928,0.0307,0.0167,0.003,491,52.2,-0.56,94.4
2026-01-04,P003,Strategic,mobile,p2p,processor_c,18,485.01,2.72,0.935,0.9233,0.0332,0.012,0.0009,505,30.8,0.46,94.9
2026-01-04,P003,Strategic,mobile,wallet,processor_c,24,776.2,4.35,0.9431,0.9318,0.0295,0.0069,0.0037,504,24.9,0.96,94.0
2026-01-04,P003,Strategic,mobile,tokenized_card,processor_b,18,833.3,4.67,0.9552,0.946,0.0265,0.0034,0.0027,462,20.1,-0.02,94.7
2026-01-04,P003,Strategic,unattended,card,processor_a,48,899.89,5.58,0.9179,0.9027,0.0637,0.0027,0.0027,489,28.7,0.26,96.7
